s,Transaction Date,Transaction Time,Transaction Type,Merchant Category,Geographic Location,Cardholder History,Transaction Amount,Currency,Transaction Status,Cardholder Account Information,Transaction Method
adbf30ea-1133-495c-b3d6-ba39daa89beb,17-07-2023,07:22:08,Purchase,Restaurant,East Ashley,4,817.27,EUR,Declined,Gold,Online
14b4542d-8ce5-4c84-840e-99e619872b31,18-11-2022,16:03:45,ATM Withdrawal,Online Services,Sellersborough,14,88.35,EUR,Declined,Standard,Mobile Payment
62f45582-0aec-4a21-863f-6f0b04e58163,06-10-2022,17:41:55,Online Payment,Retail,Stephanieberg,17,607.63,EUR,Approved,Gold,Mobile Payment
5a6f3e9a-d3a9-4075-bca8-9025b65a2e41,18-03-2023,11:16:13,ATM Withdrawal,Retail,Brendachester,15,582.76,USD,Declined,Gold,Physical Card
6db8482d-d2ca-43f6-bb8d-e2d2b142a2b8,20-12-2022,18:18:47,Online Payment,Restaurant,Johnsonside,13,929.89,GBP,Declined,Gold,Physical Card
047740ef-814a-4911-9fed-bdd8ee97fd7b,30-12-2022,12:21:55,Online Payment,Restaurant,Kimberlyborough,13,316.96,GBP,Declined,Gold,Online
ae115a77-261c-4fc9-aac6-1637f2132ea4,14-07-2023,10:40:43,Purchase,Online Services,Andersonborough,20,407.54,USD,Declined,Gold,Physical Card
5d508e81-66e2-492f-bc89-16fbe8a0eb6c,28-06-2023,11:00:40,Online Payment,Online Services,Brooksborough,7,520.14,USD,Declined,Gold,Mobile Payment
8e136bb6-8626-4604-8aa5-73c4f1ecd8e2,23-08-2023,19:32:30,Purchase,Online Services,East Ann,15,454.09,USD,Pending,Platinum,Physical Card
1cc3648e-1c09-447d-a4e7-5520576ff05b,06-01-2023,10:27:39,Online Payment,Restaurant,West Jenniferbury,17,4.75,USD,Pending,Platinum,Online
63be3bd4-aee5-44c1-8d29-9011b6f32792,30-09-2022,05:22:38,ATM Withdrawal,Online Services,New Ericville,2,804.12,GBP,Approved,Platinum,Mobile Payment
0c5f6045-8ef9-479e-a5bd-1eb910b3c0e5,27-09-2023,13:15:35,Online Payment,Restaurant,Gillside,12,393.13,EUR,Pending,Gold,Online
5f592b52-4b0c-4fa1-8e73-99b5737c1348,06-03-2023,22:12:10,Purchase,Restaurant,Howellborough,20,766.04,USD,Declined,Standard,Online
41e12b7c-c702-458a-bd9a-948ac1883e50,29-09-2022,17:04:22,Purchase,Restaurant,Crystalview,6,950.89,USD,Pending,Gold,Online
a7b878b6-9094-47d1-ae95-59ec7769be12,17-03-2023,14:39:51,Online Payment,Online Services,Williamsborough,2,877.93,USD,Pending,Gold,Mobile Payment
e198bb9b-0688-4948-9b4e-f439f86e8e76,23-11-2022,10:07:19,Purchase,Retail,Gonzalezland,10,18.52,USD,Declined,Standard,Mobile Payment
90998fcd-4f2b-46d6-ac00-bd0396a1df92,05-08-2023,02:58:22,ATM Withdrawal,Retail,North Shelbyview,10,234.71,GBP,Pending,Platinum,Online
03a27ad2-64d8-495d-a0bc-3d5096f2300e,18-09-2023,16:58:21,Online Payment,Restaurant,East William,20,144.03,GBP,Approved,Gold,Mobile Payment
b7961abe-7ee0-4dec-92d9-26b8a5725e2d,18-10-2022,17:02:38,Online Payment,Restaurant,South Brandonport,10,606.01,GBP,Approved,Standard,Mobile Payment
fc95ce81-834a-4836-8b9d-fb7938494b7c,11-08-2023,18:41:07,ATM Withdrawal,Online Services,North Kristyland,1,716.7,GBP,Pending,Standard,Physical Card
b0254b65-3caa-4842-baa7-0ebc1218d19c,16-03-2023,21:23:10,ATM Withdrawal,Restaurant,Jasmineshire,8,755.95,USD,Pending,Gold,Physical Card
f53be9d0-b2f3-4c18-8ba1-8c0527030ac3,25-12-2022,02:57:12,ATM Withdrawal,Retail,West Hayley,12,210.2,GBP,Approved,Standard,Mobile Payment
6f868e17-2f94-464f-95d6-9484cce362fa,13-03-2023,17:07:51,Purchase,Restaurant,New Brandyport,12,404.08,GBP,Declined,Platinum,Online
65fa037b-8bb5-4de9-a9cd-26888bfd167e,10-05-2023,18:52:38,Purchase,Online Services,Frederickshire,16,333.24,EUR,Approved,Gold,Mobile Payment
e4e1fe9a-3c8b-4bdf-9710-881b9118b351,13-06-2023,09:26:44,Online Payment,Online Services,Smithview,10,458.42,GBP,Declined,Standard,Physical Card
6f000485-9bf1-4c38-afa0-9da692688f12,03-10-2022,08:58:20,ATM Withdrawal,Retail,Carterton,17,23.06,USD,Pending,Gold,Mobile Payment
a7505dab-d782-48e8-9106-03bfbfe38a83,21-03-2023,03:17:37,Online Payment,Restaurant,New Teresaborough,16,982,GBP,Approved,Standard,Mobile Payment
09f218e6-eb50-4823-a2b0-90cb8873e326,06-05-2023,23:28:51,Purchase,Restaurant,Susanstad,11,469.3,GBP,Declined,Standard,Online
f8ed88d3-3210-4bc5-8b65-05d4439d470c,04-11-2022,00:28:46,ATM Withdrawal,Restaurant,Lake Jasonhaven,13,336.82,USD,Pending,Standard,Mobile Payment
9245492c-801a-4107-ac72-d5f4a6ce2330,07-08-2023,19:04:52,ATM Withdrawal,Restaurant,Dianastad,15,15.07,USD,Pending,Standard,Mobile Payment
2d92a892-52f1-4ad6-a341-47b2c067d424,20-08-2023,02:59:19,Online Payment,Restaurant,Aliceshire,8,656.62,USD,Pending,Gold,Mobile Payment
f17a4417-88eb-46fe-b7f9-479518499431,06-09-2023,06:27:51,ATM Withdrawal,Retail,New Michaelshire,4,680.39,USD,Pending,Platinum,Physical Card
64020106-2e44-4b28-bacf-9a07f251b442,22-12-2022,03:33:23,Online Payment,Retail,Jacquelineton,11,93.7,USD,Approved,Platinum,Mobile Payment
5cae5dd5-9a9a-4eb4-aa7f-509aafe7c5bd,02-11-2022,12:44:10,Purchase,Retail,Gregoryland,3,371.63,USD,Approved,Gold,Physical Card
3801aa0f-8f5b-42d0-8845-24b899818105,26-07-2023,23:17:18,Online Payment,Retail,South Crystalland,1,62.43,GBP,Pending,Standard,Mobile Payment
04edd619-3413-4940-8aa8-91e513117e2e,30-04-2023,02:41:29,ATM Withdrawal,Restaurant,Barbaraport,1,415.2,GBP,Declined,Standard,Mobile Payment
604eb839-de18-43c1-9eaf-d336dbeb7c79,15-02-2023,13:40:30,Online Payment,Online Services,Port Sara,14,732.55,GBP,Declined,Platinum,Mobile Payment
1be1c6df-8d89-4d21-be03-108e6903ab66,15-05-2023,14:05:55,ATM Withdrawal,Online Services,Lake Damon,5,138.4,GBP,Declined,Standard,Online
c620ffe9-3aec-4006-9933-f099703064dd,15-07-2023,01:32:23,ATM Withdrawal,Retail,Youngmouth,8,911.08,EUR,Approved,Platinum,Mobile Payment
0eb84600-752d-4fc2-80d9-256e91a6e960,01-09-2023,16:14:50,Online Payment,Retail,New Cody,10,162.12,EUR,Approved,Gold,Mobile Payment
fcd31316-3e02-48a5-8c97-89d604e256cc,07-12-2022,23:05:09,ATM Withdrawal,Restaurant,Lake Caleb,1,339.67,EUR,Pending,Platinum,Physical Card
cda8daf6-51bc-4e10-a55e-7de9030a3c40,27-07-2023,04:02:23,Online Payment,Online Services,Port Anita,12,523.7,EUR,Declined,Gold,Online
c2232fdb-f26b-46f0-b115-f895cbe5bd4c,23-02-2023,10:04:40,Purchase,Online Services,East Christopherstad,14,627.73,USD,Approved,Standard,Physical Card
267d2de6-e134-4b24-ad30-e78793b4bb7d,31-07-2023,14:24:45,ATM Withdrawal,Retail,Kimburgh,7,894.49,EUR,Declined,Gold,Mobile Payment
dc7ad968-3a6d-466d-8004-e3c676c97d75,05-04-2023,18:05:38,ATM Withdrawal,Online Services,Staceymouth,17,223.11,EUR,Approved,Gold,Online
4ece99ea-934f-49a1-8970-a661c1007054,10-05-2023,01:44:21,Purchase,Retail,North Robert,20,957.33,USD,Pending,Platinum,Mobile Payment
557737f3-0efe-49e1-a569-e6e2247383f2,04-11-2022,05:55:49,Online Payment,Online Services,Laurietown,20,389.86,USD,Pending,Standard,Online
0796721a-ca43-4741-9756-24c02b42266f,13-12-2022,19:00:24,Purchase,Online Services,South Karen,5,103.44,GBP,Approved,Platinum,Physical Card
a9e68651-7adf-4ae2-af24-a9e320376b41,26-09-2023,01:08:55,Purchase,Online Services,Lake Melissamouth,2,314.56,USD,Pending,Gold,Physical Card
9b63651e-efca-4302-ba9f-9b98fead4931,06-07-2023,07:23:09,ATM Withdrawal,Retail,Newmanchester,13,456.56,GBP,Pending,Platinum,Physical Card
bcdab31a-76ac-43d6-99f9-fa7b72cd8e0b,19-12-2022,19:28:00,ATM Withdrawal,Online Services,Davidborough,9,807.11,EUR,Declined,Gold,Physical Card
1245a5e5-7167-4341-8103-4684cf01d0ff,25-11-2022,18:40:58,ATM Withdrawal,Retail,Leahview,11,762.28,EUR,Approved,Gold,Mobile Payment
e3734522-0641-46ee-9747-75229754af4b,29-12-2022,06:02:46,Online Payment,Retail,Lake Matthewfort,17,337.36,EUR,Approved,Standard,Mobile Payment
cae3a1e9-d259-4c28-9ec5-d38acf5f8dc3,09-07-2023,16:10:36,Online Payment,Restaurant,Judyborough,8,231.81,USD,Pending,Standard,Physical Card
9c0cdda9-662a-4d8e-b7b4-71488f428bf0,02-01-2023,08:12:15,Online Payment,Restaurant,New Katrina,7,907,USD,Approved,Standard,Mobile Payment
92d4c191-0cdb-4b8b-afd5-359008ad031a,28-04-2023,22:52:36,Online Payment,Restaurant,Saundersborough,16,393.77,EUR,Approved,Standard,Mobile Payment
5abb49ef-3ad7-4c15-9054-d48ca72bac9f,18-03-2023,01:48:18,Online Payment,Online Services,South Madisonfort,1,547.86,GBP,Pending,Standard,Mobile Payment
b23ad44b-2458-4fef-a3cb-892a8328183d,15-01-2023,17:48:40,Online Payment,Online Services,Ericfurt,13,495.99,EUR,Approved,Gold,Physical Card
3237d479-486e-49ce-8589-aa4e53643e5a,30-03-2023,03:24:16,Online Payment,Retail,Davetown,18,326.5,USD,Approved,Standard,Online
68d14998-1488-4e70-865c-f95f9a695402,23-10-2022,00:04:48,ATM Withdrawal,Online Services,Karenborough,1,55.11,EUR,Declined,Platinum,Online
832c5d61-ed9b-4768-bbd6-2199ac74977f,24-03-2023,05:19:26,ATM Withdrawal,Retail,Thomaschester,12,339.42,USD,Approved,Platinum,Mobile Payment
02849be3-50a3-4959-a55f-c12fab79234d,09-02-2023,12:28:17,Online Payment,Retail,Lake Breannaport,17,989.89,EUR,Approved,Gold,Mobile Payment
42949c44-30fb-4dd8-8188-ec635b7e7189,29-08-2023,15:06:04,Purchase,Retail,Carrieshire,2,167.57,GBP,Pending,Gold,Physical Card
fda9900e-b911-4b53-b7a5-c9a76aff5742,30-09-2022,05:09:42,Online Payment,Online Services,Wardbury,13,742.01,EUR,Approved,Platinum,Physical Card
ce4a3497-e021-4560-a4a4-32358c2d2346,22-11-2022,09:10:19,ATM Withdrawal,Restaurant,North Edwardtown,16,415.75,GBP,Pending,Gold,Online
98e01e2a-55f6-41ce-9028-bc8ccf2e747b,28-08-2023,23:16:34,Online Payment,Restaurant,Maxbury,18,330.17,EUR,Pending,Standard,Physical Card
d98fe712-cb78-4504-bbe4-4117a5ddc3de,24-03-2023,12:00:18,ATM Withdrawal,Restaurant,Heathland,19,268.51,EUR,Declined,Platinum,Online
1e1a900e-9b38-4a40-a458-7223c99953d9,14-06-2023,22:51:34,Online Payment,Restaurant,West Natalie,10,589.98,EUR,Declined,Standard,Mobile Payment
643ae00d-2c1b-48f7-ac71-0c07d2d4f8cb,01-03-2023,16:53:27,Online Payment,Restaurant,Sergiobury,11,559.65,EUR,Pending,Standard,Mobile Payment
13760df1-0a20-448f-8ce4-8daa2ca76fd2,16-04-2023,06:59:23,Online Payment,Restaurant,Edwardview,8,379.39,USD,Declined,Gold,Mobile Payment
65f5ad05-dc5c-4645-9341-49c79d114138,18-11-2022,23:49:45,Purchase,Online Services,East Lindsay,3,687.3,GBP,Approved,Gold,Physical Card
20c7eba3-05a4-4112-a572-873746c65ad8,12-02-2023,18:29:06,Purchase,Retail,Mclaughlintown,10,695.06,USD,Approved,Platinum,Online
9627767e-0c59-44c8-a76e-863322e710c0,29-12-2022,08:11:15,ATM Withdrawal,Restaurant,Kevinchester,8,610.81,EUR,Declined,Platinum,Online
c8d529b4-7dec-4051-b3be-ad179570fbd4,20-05-2023,02:23:23,ATM Withdrawal,Retail,Williamfort,6,400.62,GBP,Declined,Standard,Mobile Payment
34bcecb1-3290-4d65-8814-c0475863cabb,28-05-2023,18:58:54,Online Payment,Restaurant,East Rickey,3,149.87,GBP,Pending,Gold,Online
75a55167-cc67-4eca-a92e-ca584be0c401,22-09-2023,20:09:48,Online Payment,Retail,South Karen,10,535.38,USD,Approved,Standard,Physical Card
fd037c7e-5bb3-4ab6-a5fc-519931a39a03,14-08-2023,09:26:54,Purchase,Online Services,Johnathanview,18,802.63,USD,Declined,Gold,Mobile Payment
8428e48d-2908-41b3-b936-1707daf2d26a,30-08-2023,12:14:34,Online Payment,Retail,Lake Michael,20,449.38,USD,Pending,Standard,Physical Card
cca7968a-0366-4487-8b3d-71cdfafd9f97,11-03-2023,15:07:58,ATM Withdrawal,Retail,New Audrey,4,573.13,GBP,Approved,Platinum,Physical Card
ba58a996-6632-4541-b540-12239c43052f,02-01-2023,21:05:26,Purchase,Restaurant,West Nicholas,3,134.64,EUR,Pending,Platinum,Mobile Payment
e782bb07-d99c-4874-8834-8da344fe8898,30-09-2022,17:06:02,Online Payment,Online Services,Harrisville,11,204.42,GBP,Declined,Platinum,Physical Card
1715032f-717d-425a-aa0b-05fd742e4c02,24-05-2023,00:07:33,Online Payment,Restaurant,Kimberlyview,18,190.21,EUR,Declined,Platinum,Physical Card
4f0fb4f3-833b-4caf-a262-4f70f0dfbeda,09-01-2023,15:37:25,Purchase,Restaurant,Lake Tiffany,4,410.42,EUR,Approved,Platinum,Online
ddaad6f6-8899-4593-9b55-7b5a8f013eb1,17-07-2023,03:10:24,ATM Withdrawal,Online Services,East Amy,16,760.36,GBP,Pending,Gold,Online
b6255623-2ed8-4079-bee3-2f8b1f0dfbfd,27-10-2022,04:09:00,Purchase,Retail,East Michaelland,20,285.35,USD,Approved,Gold,Online
56b395f1-3937-48a6-baca-f7f8eba50555,07-12-2022,01:25:05,Online Payment,Online Services,Ramirezstad,11,106.93,GBP,Approved,Standard,Physical Card
9a389f20-8080-4b1d-b350-b75a912cd17f,09-06-2023,23:45:26,Online Payment,Retail,Jeremiahberg,11,80.89,USD,Declined,Standard,Online
09c0565c-60d5-450a-8c7c-da2eb45a5ad5,21-05-2023,13:08:46,Purchase,Retail,North Sherylburgh,19,55.29,GBP,Pending,Platinum,Physical Card
bb1fdc1f-e34d-4877-bf50-e77bd56bb319,30-03-2023,22:39:14,ATM Withdrawal,Online Services,West Jane,4,474.47,GBP,Pending,Standard,Online
8dff6971-91fe-40f3-b29a-f0c7eb517d2b,23-12-2022,18:37:06,Purchase,Restaurant,Brianview,10,236.66,EUR,Declined,Gold,Mobile Payment
051d56e5-1925-49d4-ace3-d761b464cf8a,30-07-2023,10:31:40,ATM Withdrawal,Retail,Port Ryan,19,643.98,EUR,Approved,Gold,Physical Card
ad2af0c3-9df6-4fdc-a09f-f97b392d777a,25-01-2023,09:38:31,Online Payment,Restaurant,Staciemouth,13,111.05,USD,Pending,Gold,Online
cf731b86-7d21-4908-aedd-f5b29e33e4a1,16-06-2023,17:55:16,ATM Withdrawal,Retail,Meganchester,14,72.83,GBP,Declined,Gold,Physical Card
a7c1e583-d296-43be-b8c0-eb2dba2e37d1,06-02-2023,01:47:45,Purchase,Retail,Farmerfurt,9,579.01,EUR,Declined,Gold,Physical Card
a8555937-8b5e-468d-8249-283ccdeb23fb,10-03-2023,18:37:03,Purchase,Restaurant,East Annette,6,360.67,GBP,Pending,Standard,Online
667f7e31-47a0-452d-afc0-960287292b24,06-03-2023,05:56:40,Purchase,Retail,Villarrealtown,16,77.05,EUR,Approved,Gold,Mobile Payment
d846a506-d621-4651-b162-823e00a19fd7,22-11-2022,17:21:38,Online Payment,Restaurant,Jamesstad,8,405.97,GBP,Approved,Standard,Physical Card
c4923a02-ef80-4d0a-84fd-887c31c36f4d,16-09-2023,12:53:27,Online Payment,Online Services,Robertsonport,10,224.24,EUR,Pending,Standard,Online
735e5bb5-dbd5-41e1-8d96-d2966b9b6508,20-09-2023,19:14:10,ATM Withdrawal,Retail,West Jennifer,18,690.13,EUR,Approved,Standard,Online
0f30b804-1e42-4711-ad55-3c36c3d02991,18-03-2023,08:44:08,Online Payment,Online Services,Murphyview,4,346.25,EUR,Declined,Standard,Mobile Payment
4a8bba15-5338-49ad-9db5-80d134813a06,14-10-2022,03:43:24,ATM Withdrawal,Retail,New Tiffany,16,408.83,GBP,Declined,Gold,Physical Card
639b0368-c302-47be-a9d7-2d7f58ec6101,13-01-2023,17:35:33,ATM Withdrawal,Retail,Riveraview,20,72.77,EUR,Declined,Gold,Mobile Payment
3156d1c2-9249-438d-8a88-d4793d8f1aa0,21-10-2022,17:23:57,ATM Withdrawal,Retail,Whiteshire,7,276.45,GBP,Pending,Platinum,Mobile Payment
56dafc8c-ccd0-4c84-8411-cd2d89eee310,16-07-2023,20:47:55,Purchase,Online Services,Singletonmouth,14,335.3,USD,Declined,Gold,Physical Card
a984d5ac-8f87-4ee2-8c3d-23db61d6c39f,01-11-2022,22:41:13,Purchase,Retail,South Christopher,15,384.09,USD,Declined,Standard,Mobile Payment
a69443cb-1bf2-46c1-91df-7925dc2bd541,07-04-2023,04:56:50,Purchase,Retail,Kennethton,14,684.53,USD,Declined,Gold,Mobile Payment
bb1e9961-be2e-4ef2-a446-3bb6516d86db,27-09-2023,07:07:16,ATM Withdrawal,Restaurant,Brianberg,16,802.78,USD,Declined,Standard,Online
9eeb38af-7468-4dde-897e-dbaa76575582,18-04-2023,07:34:26,ATM Withdrawal,Restaurant,Sabrinahaven,1,333.11,GBP,Pending,Platinum,Mobile Payment
fe7a58bc-5b07-47ac-939a-a13989464c1e,01-02-2023,05:34:09,Online Payment,Online Services,Petersonshire,7,729.87,GBP,Declined,Gold,Online
fcb1ba0b-ed75-40db-be01-8a7552e302b5,11-06-2023,15:18:09,ATM Withdrawal,Retail,West Cynthiabury,14,214.85,GBP,Approved,Gold,Physical Card
fdd6992f-81da-4f69-8e97-3d42de37abc8,06-02-2023,10:11:27,ATM Withdrawal,Retail,Brittanystad,2,754.16,EUR,Declined,Gold,Online
c1650d4d-6403-4a8d-9b8b-4cb7d887e867,08-01-2023,04:14:19,Purchase,Online Services,Michaelstad,6,260.9,USD,Declined,Platinum,Mobile Payment
fb323deb-d850-4207-a1ba-7b43671be21d,24-06-2023,13:02:59,Online Payment,Retail,New Sylviahaven,13,324.13,USD,Pending,Platinum,Physical Card
12adb2f2-de0b-4e82-8c27-6fec324d8f4a,15-12-2022,18:00:06,Purchase,Retail,East Jessicafort,16,7.06,GBP,Pending,Gold,Mobile Payment
b90b870f-fc61-41d1-a377-d2f76c99954a,22-05-2023,23:24:21,Online Payment,Retail,South Lisa,10,326.54,GBP,Approved,Platinum,Mobile Payment
2b05ce20-b59b-40ae-8cf7-369b6e8b3a85,17-08-2023,05:11:50,ATM Withdrawal,Retail,Mollyfort,16,936.06,GBP,Declined,Gold,Mobile Payment
a55e7620-28d4-40b7-9cf9-e82af1f29d71,14-09-2023,06:16:09,Purchase,Restaurant,Georgeside,9,813.64,GBP,Approved,Gold,Online
84d868fe-e4d6-4388-bf2e-09aaf90910ee,11-05-2023,00:21:07,Purchase,Retail,Gabriellechester,18,470.51,USD,Approved,Platinum,Physical Card
f8c94c52-a039-4afc-b90f-a7baad49f74f,14-02-2023,19:08:02,ATM Withdrawal,Restaurant,Amandahaven,11,620.47,USD,Approved,Standard,Physical Card
e00f60b6-2d19-4fc0-b568-09a1b7dafa01,29-09-2023,08:50:32,Online Payment,Restaurant,Lake Daniel,16,244.59,USD,Pending,Platinum,Mobile Payment
41ce1f77-a378-4b6e-8e5f-d4ecc015ec58,30-04-2023,05:31:06,Online Payment,Online Services,Lisastad,9,395.22,EUR,Pending,Gold,Online
6efc9dc7-c634-42cf-87a0-7f05eada5459,29-09-2023,06:29:56,Online Payment,Restaurant,Edwardland,14,91.77,GBP,Approved,Platinum,Physical Card
1b4ac139-a68a-4cf2-b20d-0bc315376ad7,30-09-2022,12:23:48,Purchase,Restaurant,Gregoryborough,1,408.21,GBP,Declined,Platinum,Physical Card
68da1674-e158-481e-a893-ae8585a95c73,25-06-2023,10:42:20,ATM Withdrawal,Online Services,East Douglas,4,69.8,GBP,Pending,Gold,Online
60e5e2cd-b1f5-4b54-9ac5-e75f5db3a6b5,01-02-2023,07:38:18,ATM Withdrawal,Retail,Kristinaton,8,822.25,GBP,Pending,Gold,Mobile Payment
09d64b7c-5701-45a6-80fe-c91a0be078ec,05-08-2023,14:54:51,Online Payment,Retail,Drakeland,8,543.09,USD,Pending,Gold,Physical Card
56d31875-6b99-4ae3-9bdb-90737317414e,14-01-2023,17:46:26,Online Payment,Restaurant,South Dylanland,10,169.27,EUR,Declined,Gold,Physical Card
85f2eef9-3588-40a0-b01f-4b12ce2373a8,09-10-2022,18:02:51,Online Payment,Retail,Danielview,18,622.69,EUR,Approved,Platinum,Mobile Payment
86b4fe9f-efb5-4f14-8f6f-b505aef6027a,07-01-2023,12:09:39,Purchase,Retail,North Austin,7,543.75,USD,Pending,Standard,Mobile Payment
756cf966-1e27-45c1-9b76-8389fbd01414,05-05-2023,03:29:12,Purchase,Online Services,Laurenchester,9,638.62,GBP,Pending,Standard,Physical Card
85c1cbf1-3400-4b24-ba2f-2dacec389fa5,01-02-2023,08:34:02,Online Payment,Online Services,Lake Erinchester,2,836.96,USD,Approved,Standard,Mobile Payment
1b92a4b9-90cb-4e88-a695-1e10a62b6f6b,03-07-2023,23:51:35,Purchase,Online Services,Port David,20,887.89,USD,Pending,Platinum,Physical Card
b0fa78f5-3d37-40cc-9fbe-e8f8c34fad9f,17-07-2023,00:28:43,Purchase,Retail,Joshuachester,9,385.08,EUR,Approved,Gold,Mobile Payment
918214cf-8a60-4a17-aafa-bacb6581b986,16-02-2023,04:14:29,Purchase,Retail,Reedchester,19,908.52,GBP,Pending,Standard,Physical Card
fc756fc2-5fb1-4c26-903f-c353c9926614,25-05-2023,05:01:30,Online Payment,Online Services,Davismouth,13,589.72,GBP,Pending,Gold,Mobile Payment
fe405970-5d8d-4821-86b0-49b0b4d6e851,02-01-2023,23:54:36,Online Payment,Retail,Fieldsmouth,17,770.94,EUR,Pending,Gold,Mobile Payment
fe88d23a-6cb7-4b00-ba98-7db589412c67,08-10-2022,19:26:34,Purchase,Restaurant,West Christianstad,18,63.56,EUR,Approved,Platinum,Mobile Payment
09ca39a9-5169-4588-807e-1dfa3592c89f,11-11-2022,11:14:02,Purchase,Online Services,South Timothy,14,462.77,EUR,Declined,Standard,Mobile Payment
b15a70ea-f1bb-4626-b887-7159b609a197,12-08-2023,06:24:16,ATM Withdrawal,Retail,Jenniferville,15,581.26,GBP,Pending,Standard,Mobile Payment
7cf2cf1b-7f2e-480f-90e6-5c960b42151e,25-04-2023,05:59:37,Online Payment,Retail,East Deborahside,19,610.87,EUR,Approved,Gold,Physical Card
abdf57e8-c330-4d10-b6a7-353a75637930,17-04-2023,09:27:27,Online Payment,Online Services,Lake Marialand,20,165.04,GBP,Pending,Gold,Physical Card
af460367-9461-4f21-8422-4a18bdf2b949,01-08-2023,01:21:17,ATM Withdrawal,Retail,Mckinneyburgh,7,402.67,USD,Pending,Gold,Online
0905ab02-b966-4c19-8604-99a82cbce8b8,12-06-2023,02:45:45,ATM Withdrawal,Restaurant,Amyton,3,83.37,EUR,Pending,Platinum,Physical Card
ab26d859-ee9a-43a5-bf39-790381fc45ac,14-04-2023,11:13:11,Purchase,Retail,Veronicafort,11,557.49,EUR,Pending,Platinum,Physical Card
b1bf7074-2217-4529-becb-d7599bf3afef,02-11-2022,20:48:10,ATM Withdrawal,Restaurant,Valeriechester,2,700.61,EUR,Declined,Gold,Mobile Payment
fe4d9a72-01c2-48ea-969c-86b4d2d406f7,02-05-2023,21:33:53,ATM Withdrawal,Restaurant,Virginiachester,10,276.79,EUR,Declined,Gold,Physical Card
47608d9e-3055-45aa-ad89-57d4cfb3ce7a,15-07-2023,07:48:14,ATM Withdrawal,Retail,Lake Dustin,2,42.69,USD,Declined,Gold,Online
f59fa0cd-2cf5-4419-91dd-8170196498aa,12-09-2023,05:40:03,Online Payment,Online Services,Collinstown,5,165.73,GBP,Declined,Standard,Mobile Payment
1e6217f9-e02d-4d4f-a6f9-875e3c0bcc87,13-12-2022,21:12:31,ATM Withdrawal,Restaurant,Linbury,2,953.03,USD,Pending,Gold,Mobile Payment
33f7dd4f-fd7e-4acf-b26d-c32cdb95cdc7,23-03-2023,12:50:40,Online Payment,Online Services,New Ryan,7,592.57,USD,Pending,Gold,Physical Card
f9f0cc6b-f1ac-458c-9388-db8c9f5f7c7c,27-09-2023,15:11:41,Purchase,Online Services,North Patrickside,20,843.9,EUR,Declined,Standard,Physical Card
bf26e3d1-5b1f-41d1-bf20-5a7367ed6a17,27-09-2023,22:57:17,Purchase,Online Services,North Christophermouth,14,859.5,EUR,Pending,Platinum,Online
af5c3cfe-3283-4ca7-a2d2-6758416ecae1,23-10-2022,22:40:53,ATM Withdrawal,Retail,Port Valerie,18,621.59,GBP,Declined,Standard,Online
9202f9d4-1678-4333-a5cb-5c55cc9e95e6,26-08-2023,14:44:52,Online Payment,Retail,Monicafort,3,170.73,USD,Pending,Gold,Online
d1d1f274-0c0e-424f-8564-37b4c2fccda2,29-09-2023,19:07:55,ATM Withdrawal,Retail,Port Jamesbury,13,298.64,GBP,Pending,Standard,Mobile Payment
394d97ac-7884-4845-8928-379dcf27a321,09-12-2022,14:19:41,Purchase,Restaurant,Ruizview,9,551.6,USD,Approved,Platinum,Physical Card
9579511d-717d-409a-a523-c8ba36abab67,12-03-2023,07:12:55,ATM Withdrawal,Retail,New Brian,4,635.1,EUR,Pending,Gold,Physical Card
ea1946b7-e811-4734-af3d-b035e4555a57,21-10-2022,20:18:45,ATM Withdrawal,Online Services,Port Brentside,18,110.34,GBP,Declined,Platinum,Mobile Payment
f9bdc104-ac0a-472b-b5bd-3c16cfa1a757,02-05-2023,05:26:13,Purchase,Retail,New Stephenmouth,18,184.16,EUR,Pending,Platinum,Physical Card
d7e18489-a663-4655-bf2a-9312ca994196,29-11-2022,11:14:24,ATM Withdrawal,Online Services,Lynnfurt,8,287.69,GBP,Pending,Gold,Mobile Payment
0a8376d4-afa5-478a-a141-c7de74801e8e,18-01-2023,21:56:10,ATM Withdrawal,Restaurant,Ochoaborough,7,404.34,USD,Declined,Standard,Online
41397781-a7d6-43bd-b01f-bf82293b1a69,20-03-2023,01:04:47,Online Payment,Retail,Lake Grantberg,12,548.12,USD,Approved,Platinum,Mobile Payment
e9bac535-ea06-44ff-b4ab-0a6cdad12b50,12-07-2023,23:06:00,Online Payment,Restaurant,West Sean,2,109.97,GBP,Declined,Gold,Online
07ee5c89-bbc4-432a-860f-886909fcc891,17-06-2023,15:28:08,Purchase,Restaurant,Justinstad,14,370.23,EUR,Pending,Gold,Physical Card
cf530772-579a-42ef-8f9a-87ae11012519,12-09-2023,04:02:13,Purchase,Restaurant,Lake Jodi,11,458,USD,Declined,Standard,Physical Card
26c0aa2e-600f-4829-bda9-d1efa7a3053d,12-02-2023,20:01:42,Purchase,Retail,Theresastad,4,816.75,USD,Declined,Platinum,Online
df524254-0bd8-4ce3-9fc2-c89f331d0f36,22-07-2023,16:15:25,Purchase,Retail,Debbiehaven,17,81.51,USD,Approved,Standard,Mobile Payment
a8cbb2e2-aa31-459c-b74d-bb63ae069569,08-10-2022,01:04:10,ATM Withdrawal,Online Services,East Evan,16,67.3,GBP,Pending,Platinum,Online
